"FK","KD_JENIS_TRANSAKSI","FG_PENGGANTI","NOMOR_FAKTUR","MASA_PAJAK","TAHUN_PAJAK","TANGGAL_FAKTUR","NPWP","NAMA","ALAMAT_LENGKAP","JUMLAH_DPP","JUMLAH_PPN","JUMLAH_PPNBM","ID_KETERANGAN_TAMBAHAN","FG_UANG_MUKA","UANG_MUKA_DPP","UANG_MUKA_PPN","UANG_MUKA_PPNBM","REFERENSI"
"OF","02178","BDL Bengkoang Soap With Vit ACE 128 gr","8509.0","6","51054.0","0.0","51054.0","5105.4","0","0","","","","","","","",""
"OF","02179","BDL Papaya Soap With Vit ACE 60 gr","4545.0","24","109080.0","0.0","109080.0","10908.0","0","0","","","","","","","",""
"OF","02217","Nosy HS  Pouch 420ml Strawberry","13882.0","3","41646.0","0.0","41646.0","4164.6","0","0","","","","","","","",""
"OF","02439","BDL Bengkoang Body Lotion 600ml","18300.0","3","54900.0","0.0","54900.0","5490.0","0","0","","","","","","","",""
"OF","02741","BDL Sulfur Soap 60gr","4545.0","6","27270.0","0.0","27270.0","2727.0","0","0","","","","","","","",""
"FK","2","0","0000000000162","7","2019","2019-01-08","07.497.793.5-201.000","CITRA SWALAYAN BALAI BARU","Balai Baru Padang","613524.0","61352.399999999994","0","","0","0","0","0","19.000058"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","24","204216.0","0.0","204216.0","20421.6","0","0","","","","","","","",""
"OF","02168","Bio Placenta HBL With Goats Milk 500ml","15910.0","3","47730.0","0.0","47730.0","4773.0","0","0","","","","","","","",""
"OF","02170","Bio Placenta Body Lotion pink 500ml","14910.0","3","44730.0","0.0","44730.0","4473.0","0","0","","","","","","","",""
"OF","02173","Bio Placenta Body  Lotion Putih 500ml","14910.0","3","44730.0","0.0","44730.0","4473.0","0","0","","","","","","","",""
"OF","02178","BDL Bengkoang Soap With Vit ACE 128 gr","8509.0","12","102108.0","0.0","102108.0","10210.8","0","0","","","","","","","",""
"OF","02180","Bio Placenta Body  Lotion Pink 200ml","6730.0","3","20190.0","0.0","20190.0","2019.0","0","0","","","","","","","",""
"OF","02182","Bio Placenta Body  Lotion Kuning 200ml","6730.0","3","20190.0","0.0","20190.0","2019.0","0","0","","","","","","","",""
"OF","02183","Bio Placenta Body  Lotion Orange 200ml","6730.0","3","20190.0","0.0","20190.0","2019.0","0","0","","","","","","","",""
"OF","02439","BDL Bengkoang Body Lotion 600ml","18300.0","3","54900.0","0.0","54900.0","5490.0","0","0","","","","","","","",""
"OF","02741","BDL Sulfur Soap 60gr","4545.0","12","54540.0","0.0","54540.0","5454.0","0","0","","","","","","","",""
"FK","2","0","0000000000163","7","2019","2019-01-08","1371116603860009","HAPDII MART BALAI BARU ( Marlina Eliza )","Balai Baru Padang","482238.0","48223.79999999999","0","","0","0","0","0","19.000059"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","12","102108.0","0.0","102108.0","10210.8","0","0","","","","","","","",""
"OF","02168","Bio Placenta HBL With Goats Milk 500ml","15910.0","3","47730.0","0.0","47730.0","4773.0","0","0","","","","","","","",""
"OF","02177","BDL Papaya Soap With Vit ACE 90gr","4964.0","12","59568.0","0.0","59568.0","5956.8","0","0","","","","","","","",""
"OF","02178","BDL Bengkoang Soap With Vit ACE 128 gr","8509.0","12","102108.0","0.0","102108.0","10210.8","0","0","","","","","","","",""
"OF","02179","BDL Papaya Soap With Vit ACE 60 gr","4545.0","12","54540.0","0.0","54540.0","5454.0","0","0","","","","","","","",""
"OF","02180","Bio Placenta Body  Lotion Pink 200ml","6730.0","3","20190.0","0.0","20190.0","2019.0","0","0","","","","","","","",""
"OF","02193","PLC Lightening Beauty Soap Yellow 80gr","5727.0","6","34362.0","0.0","34362.0","3436.2","0","0","","","","","","","",""
"OF","02467","PLc Lightening Beauty Soap Ginseng 80gr","5727.0","6","34362.0","0.0","34362.0","3436.2","0","0","","","","","","","",""
"OF","02741","BDL Sulfur Soap 60gr","4545.0","6","27270.0","0.0","27270.0","2727.0","0","0","","","","","","","",""
"FK","2","0","0000000000164","7","2019","2019-01-09","06.407.394.3-201.000","YOSSIE TABING SWALAYAN (Amran Syarif)","Tabing, Padang","769035.5","76903.59999999999","0","","0","0","0","0","19.000060"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","18","153162.0","7658.1","145503.9","14550.4","0","0","","","","","","","",""
"OF","02173","Bio Placenta Body  Lotion Putih 500ml","14910.0","3","44730.0","2236.5","42493.5","4249.4","0","0","","","","","","","",""
"OF","02175","Nosy HS Btl Antibacterial 420ml Lemon","17345.0","3","52035.0","0.0","52035.0","5203.5","0","0","","","","","","","",""
"OF","02177","BDL Papaya Soap With Vit ACE 90gr","4964.0","24","119136.0","5956.8","113179.2","11317.9","0","0","","","","","","","",""
"OF","02179","BDL Papaya Soap With Vit ACE 60 gr","4545.0","24","109080.0","5454.0","103626.0","10362.6","0","0","","","","","","","",""
"OF","02188","Nosy HS  Pouch 420ml Aloevera","13882.0","3","41646.0","0.0","41646.0","4164.6","0","0","","","","","","","",""
"OF","02195","Nosy HS  Pouch 420ml Lemon","13882.0","3","41646.0","0.0","41646.0","4164.6","0","0","","","","","","","",""
"OF","02217","Nosy HS  Pouch 420ml Strawberry","13882.0","3","41646.0","0.0","41646.0","4164.6","0","0","","","","","","","",""
"OF","02218","Nosy HS  Pouch 420ml Apple","13882.0","6","83292.0","0.0","83292.0","8329.2","0","0","","","","","","","",""
"OF","02440","BDL Papaya Body Lotion 600ml","18300.0","3","54900.0","2745.0","52155.0","5215.5","0","0","","","","","","","",""
"OF","02741","BDL Sulfur Soap 60gr","4545.0","12","54540.0","2727.0","51813.0","5181.3","0","0","","","","","","","",""
"FK","2","0","0000000000165","7","2019","2019-01-09","-","RSUD AROSUKA","Jl. Lintas Sumatera Aro Suka Solok,Kab.Solok  ","2.32E7","2320000.0","0","","0","0","0","0","19.000061"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","00173","FILM DI-HL 26X36","4600000.0","4","1.84E7","0.0","1.84E7","1840000.0","0","0","","","","","","","",""
"OF","01041","FILM DI-HL 35X43","4800000.0","1","4800000.0","0.0","4800000.0","480000.0","0","0","","","","","","","",""
"FK","2","0","0000000000166","7","2019","2019-01-10","NIK : 1371036711560001","DAHLIA KOSMETIK ( IRAWATI HALIM ) ","Jln. Niaga No.235 Pondok, Padang","3344721.5999999996","334472.2","0","","0","0","0","0","19.000062"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03024","Eyeliner Gel Silver ","50000.0","6","300000.0","60000.0","240000.0","24000.0","0","0","","","","","","","",""
"OF","03025","Eyeliner Gel Gold ","50000.0","6","300000.0","60000.0","240000.0","24000.0","0","0","","","","","","","",""
"OF","03031","Brow Wow Mid Shade 02 ","59091.0","6","354546.0","70909.2","283636.8","28363.7","0","0","","","","","","","",""
"OF","03032","Brow Wow Light Shade 03 ","59091.0","6","354546.0","70909.2","283636.8","28363.7","0","0","","","","","","","",""
"OF","03036","Blush Me Up S.Bloom 803 ","59091.0","6","354546.0","70909.2","283636.8","28363.7","0","0","","","","","","","",""
"OF","03046","Lip Matte Dine In Wine 704 ","71818.0","3","215454.0","43090.8","172363.2","17236.3","0","0","","","","","","","",""
"OF","03057","Lip Matte Victory 717 ","71818.0","6","430908.0","86181.6","344726.4","34472.6","0","0","","","","","","","",""
"OF","03066","Divine Gloss Delight 03 ","71818.0","6","430908.0","86181.6","344726.4","34472.6","0","0","","","","","","","",""
"OF","03073","Sharpener ","22727.0","12","272724.0","54544.8","218179.2","21817.9","0","0","","","","","","","",""
"OF","03089","Eye Shadow T.Green 05  ","40909.0","3","122727.0","24545.4","98181.6","9818.2","0","0","","","","","","","",""
"OF","03093","Inspired Activist i4 ","53636.0","6","321816.0","64363.2","257452.8","25745.3","0","0","","","","","","","",""
"OF","03107","Countore Banana Pallete","100000.0","6","600000.0","120000.0","480000.0","48000.0","0","0","","","","","","","",""
"OF","03111","Eye Shadow Ma Cherie 06","40909.0","3","122727.0","24545.4","98181.6","9818.2","0","0","","","","","","","",""
"FK","2","0","0000000000167","7","2019","2019-01-10","NIK : 1371025412920005","DEBELLEZA COSMETIK ( WEMPI MUTAQIN )","Jln. Joni Anwar No.13 Ulak Karang, Padang","1616886.6","161688.6","0","","0","0","0","0","19.000063"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03030","Brow Wow Dark Shade 01 ","59091.0","3","177273.0","31909.1","145363.9","14536.4","0","0","","","","","","","",""
"OF","03031","Brow Wow Mid Shade 02 ","59091.0","3","177273.0","31909.1","145363.9","14536.4","0","0","","","","","","","",""
"OF","03040","Glam Rock Foundation Enchanting 1.5 ","136364.0","3","409092.0","73636.6","335455.4","33545.5","0","0","","","","","","","",""
"OF","03069","Powder Foundation 10 Watt (TWC)","54545.0","6","327270.0","58908.6","268361.4","26836.1","0","0","","","","","","","",""
"OF","03070","Powder Foundation 20 Watt ( TWC)","54545.0","6","327270.0","58908.6","268361.4","26836.1","0","0","","","","","","","",""
"OF","03086","Eye shadow S.Latte 02 ","40909.0","3","122727.0","22090.9","100636.1","10063.6","0","0","","","","","","","",""
"OF","03108","Lip Matte Calm Sense (701)","71818.0","6","430908.0","77563.4","353344.6","35334.5","0","0","","","","","","","",""
"FK","2","0","0000000000168","7","2019","2019-01-10","00.884.673.5-203.000","RSUD. MOHAMMAD NATSIR","Jl. Simpang Rumbio Solok","1350000.0","135000.0","0","","0","0","0","0","19.000064"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02712","Duoderm Exrathin","150000.0","10","1500000.0","150000.0","1350000.0","135000.0","0","0","","","","","","","",""
"FK","2","0","0000000000169","7","2019","2019-01-10","-","RS. DR. REKSODIWIRYO ","Jl. Dr. Wahidin, Ganting Parak Gadang Padang","2459688.0","245968.8","0","","0","0","0","0","19.000065"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03234","Assucryl 2/0 HRG-38 90 cm Cat. 4345N","102487.0","24","2459688.0","0.0","2459688.0","245968.8","0","0","","","","","","","",""
"FK","2","0","0000000000170","7","2019","2019-01-10","48.858.928.4-201.000","DAYU MART PARAK LAWEH ( YULIUS )","Jl. Parak Laweh Pasar Pagi Padang
","791004.0","79100.4","0","","0","0","0","0","19.000066"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","24","204216.0","0.0","204216.0","20421.6","0","0","","","","","","","",""
"OF","02168","Bio Placenta HBL With Goats Milk 500ml","15910.0","3","47730.0","0.0","47730.0","4773.0","0","0","","","","","","","",""
"OF","02170","Bio Placenta Body Lotion pink 500ml","14910.0","3","44730.0","0.0","44730.0","4473.0","0","0","","","","","","","",""
"OF","02177","BDL Papaya Soap With Vit ACE 90gr","4964.0","24","119136.0","0.0","119136.0","11913.6","0","0","","","","","","","",""
"OF","02178","BDL Bengkoang Soap With Vit ACE 128 gr","8509.0","12","102108.0","0.0","102108.0","10210.8","0","0","","","","","","","",""
"OF","02179","BDL Papaya Soap With Vit ACE 60 gr","4545.0","24","109080.0","0.0","109080.0","10908.0","0","0","","","","","","","",""
"OF","02182","Bio Placenta Body  Lotion Kuning 200ml","6730.0","3","20190.0","0.0","20190.0","2019.0","0","0","","","","","","","",""
"OF","02183","Bio Placenta Body  Lotion Orange 200ml","6730.0","3","20190.0","0.0","20190.0","2019.0","0","0","","","","","","","",""
"OF","02193","PLC Lightening Beauty Soap Yellow 80gr","5727.0","6","34362.0","0.0","34362.0","3436.2","0","0","","","","","","","",""
"OF","02345","PLC Lightening Beauty Soap Pearl 80gr","5727.0","6","34362.0","0.0","34362.0","3436.2","0","0","","","","","","","",""
"OF","02439","BDL Bengkoang Body Lotion 600ml","18300.0","3","54900.0","0.0","54900.0","5490.0","0","0","","","","","","","",""
"FK","2","0","0000000000171","7","2019","2019-01-10","48.858.928.4-201.000","DAYU MART KALAWI ( YULIUS )","Kalawi Padang","625821.0","62582.09999999999","0","","0","0","0","0","19.000067"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","12","102108.0","0.0","102108.0","10210.8","0","0","","","","","","","",""
"OF","02161","BDL Bengkoang Whitening Body Scrub 200gr","17727.0","3","53181.0","0.0","53181.0","5318.1","0","0","","","","","","","",""
"OF","02177","BDL Papaya Soap With Vit ACE 90gr","4964.0","12","59568.0","0.0","59568.0","5956.8","0","0","","","","","","","",""
"OF","02179","BDL Papaya Soap With Vit ACE 60 gr","4545.0","12","54540.0","0.0","54540.0","5454.0","0","0","","","","","","","",""
"OF","02195","Nosy HS  Pouch 420ml Lemon","13882.0","3","41646.0","0.0","41646.0","4164.6","0","0","","","","","","","",""
"OF","02217","Nosy HS  Pouch 420ml Strawberry","13882.0","3","41646.0","0.0","41646.0","4164.6","0","0","","","","","","","",""
"OF","02218","Nosy HS  Pouch 420ml Apple","13882.0","3","41646.0","0.0","41646.0","4164.6","0","0","","","","","","","",""
"OF","02442","BDL Papaya Body Wash 245ml","17018.0","3","51054.0","0.0","51054.0","5105.4","0","0","","","","","","","",""
"OF","02477","BDL Olive Moisturizing Body Wash 245ml","17018.0","3","51054.0","0.0","51054.0","5105.4","0","0","","","","","","","",""
"OF","02704","BDL Temulawak Soap With Vit C 128 gr","8509.0","12","102108.0","0.0","102108.0","10210.8","0","0","","","","","","","",""
"OF","02741","BDL Sulfur Soap 60gr","4545.0","6","27270.0","0.0","27270.0","2727.0","0","0","","","","","","","",""
"FK","2","0","0000000000172","7","2019","2019-01-10","857178925205000","ACIAK MART PENGAMBIRAN (Donny Andika Putra)","Pegambiran Padang","203649.0","20364.9","0","","0","0","0","0","19.000068"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","6","51054.0","0.0","51054.0","5105.4","0","0","","","","","","","",""
"OF","02172","Bio Placenta Body Lotion Orange 500ml","14910.0","2","29820.0","0.0","29820.0","2982.0","0","0","","","","","","","",""
"OF","02178","BDL Bengkoang Soap With Vit ACE 128 gr","8509.0","6","51054.0","0.0","51054.0","5105.4","0","0","","","","","","","",""
"OF","02179","BDL Papaya Soap With Vit ACE 60 gr","4545.0","6","27270.0","0.0","27270.0","2727.0","0","0","","","","","","","",""
"OF","02193","PLC Lightening Beauty Soap Yellow 80gr","5727.0","3","17181.0","0.0","17181.0","1718.1","0","0","","","","","","","",""
"OF","02741","BDL Sulfur Soap 60gr","4545.0","6","27270.0","0.0","27270.0","2727.0","0","0","","","","","","","",""
"FK","2","0","0000000000173","7","2019","2019-01-12","-","EVENT SPARINDO","Padang","711769.5000000001","0.0","0","","0","0","0","0","MA.190006"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","9360.0","2","18720.0","1872.0","16848.0","0.0","0","0","","","","","","","",""
"OF","02164","Bio Placenta HBL White Tea 400ml Gold","16704.0","2","33408.0","3340.8","30067.2","0.0","0","0","","","","","","","",""
"OF","02165","Bio Placenta HBL Pomegranatc 400ml Gold","16704.0","2","33408.0","3340.8","30067.2","0.0","0","0","","","","","","","",""
"OF","02169","Bio Placenta Body Lotion Kuning 500ml","16401.0","2","32802.0","3280.2","29521.8","0.0","0","0","","","","","","","",""
"OF","02170","Bio Placenta Body Lotion pink 500ml","16401.0","2","32802.0","3280.2","29521.8","0.0","0","0","","","","","","","",""
"OF","02171","Bio Placenta Body Lotion Green Tea 500ml","16401.0","2","32802.0","3280.2","29521.8","0.0","0","0","","","","","","","",""
"OF","02172","Bio Placenta Body Lotion Orange 500ml","16401.0","2","32802.0","3280.2","29521.8","0.0","0","0","","","","","","","",""
"OF","02173","Bio Placenta Body  Lotion Putih 500ml","16401.0","2","32802.0","3280.2","29521.8","0.0","0","0","","","","","","","",""
"OF","02175","Nosy HS Btl Antibacterial 420ml Lemon","19080.0","2","38160.0","1908.0","36252.0","0.0","0","0","","","","","","","",""
"OF","02177","BDL Papaya Soap With Vit ACE 90gr","5460.0","2","10920.0","1092.0","9828.0","0.0","0","0","","","","","","","",""
"OF","02178","BDL Bengkoang Soap With Vit ACE 128 gr","9360.0","2","18720.0","1872.0","16848.0","0.0","0","0","","","","","","","",""
"OF","02185","BDL Papaya Day Cream 20gr","14040.0","2","28080.0","2808.0","25272.0","0.0","0","0","","","","","","","",""
"OF","02186","BDL Papaya Night Cream 20gr","16640.0","2","33280.0","3328.0","29952.0","0.0","0","0","","","","","","","",""
"OF","02187","Nosy HS Btl Antibacterial 420ml Aloevera","19080.0","2","38160.0","1908.0","36252.0","0.0","0","0","","","","","","","",""
"OF","02188","Nosy HS  Pouch 420ml Aloevera","15270.0","1","15270.0","763.5","14506.5","0.0","0","0","","","","","","","",""
"OF","02188","Nosy HS  Pouch 420ml Aloevera","15270.0","1","15270.0","763.5","14506.5","0.0","0","0","","","","","","","",""
"OF","02193","PLC Lightening Beauty Soap Yellow 80gr","6300.0","2","12600.0","1260.0","11340.0","0.0","0","0","","","","","","","",""
"OF","02194","Nosy HS Btl Antibacterial 420ml Strawberry","19080.0","2","38160.0","1908.0","36252.0","0.0","0","0","","","","","","","",""
"OF","02195","Nosy HS  Pouch 420ml Lemon","15270.0","3","45810.0","2290.5","43519.5","0.0","0","0","","","","","","","",""
"OF","02217","Nosy HS  Pouch 420ml Strawberry","15270.0","2","30540.0","1527.0","29013.0","0.0","0","0","","","","","","","",""
"OF","02218","Nosy HS  Pouch 420ml Apple","15270.0","2","30540.0","1527.0","29013.0","0.0","0","0","","","","","","","",""
"OF","02219","Bio Placenta HBL Sunflower  400ml Gold","16704.0","2","33408.0","3340.8","30067.2","0.0","0","0","","","","","","","",""
"OF","02220","Bio Placenta HBL Pearl 400ml Gold","16704.0","2","33408.0","3340.8","30067.2","0.0","0","0","","","","","","","",""
